english,farsi
extendable,قابل تعمیم
extended,تمدید شده
extended,ممدود
extender,توسعه دهنده
extender,بسط دهنده
extending,توسیع
extending,ممد
extensibility,قابلیت تمدید
extensible,قابلیت تمدید
extensible,قابل تعمیم
extensile,قابل کشش
extensile,قابل تعمیم
extension,تلفن فرعی
extension,تمدید مدت
extension,امتداد
extension,تمدید
extensive,پهناور
extensive,دامنهدار
extensive,دامن دار
extensive,بسیط
extensive,عریض
extent,دامنه
extent,وسعت
extent,سعت
extent,بسیط
extent,حدود
extention,تعمیم
extenuate,کمارزش قلمداد کردن
extenuate,کاستن از
extenuate,کم تقصیر
extenuating circumstances,کیفیات مخففه
exterior membrane,برون شامه
exterminate,بکلی نابودکردن
exterminate,دفع افات کردن
exterminate,منقرض کردن
exterminate,قلع کردن
extermination,براندازی
exterminator,براندازگر
external,ظاهری
external,بیرونی
external sense,مشعر
external use,استعمال خارجی
externality,وقوع درخارج
externality,وجود خارجی
externality,احوال ظاهری
externalize,ظاهری ساختن
extinct,معدوم
extinct,منقرض
extinct,نیست کردن
extinct,خاموش
extinct volcano,اتشفشان خاموش
extinction,خفگی
extinction,انهدام
extinguish,خاموش کردن
extinguish,خاموش شدن
extinguish,فرو نشاندن
extinguish,فرو نشستن
extinguish fire,اتش نشاندن
extinguished,خامش
extinguishing,اطفاء
extinguishinng,اطفا
extirpate,بکلی نابود کردن
extirpate,ریشهکن کردن
extirpation,ریشه کنی
extol,ارتقاء دادن
extort,باج گرفتن
extort,بزور گرفتن
extort,اخاذی کردن
extort,تلکه کردن
extort,زیاد ستاندن
extortion,زیاده ستانی
extortion,تلکه
extortion,رشوه خواری
extortion,باجگیری
extortion,غصب
extortion,زیادهستانی
extortion,بزورستانی
extortion,اخاذی پول
extortion,اجحاف
extortion,اخاذی
extortioner,غاصب
extortioner,غاصب
extortionist,اخاذ
extotionately,جابرانه
extra,اضافی
extra,زیادی
extra,فوقالعاده
extra,اضافه
extra,اضافه
extra pay,مدد معاش
extract,عصاره
extract,بازوربیرون کشیدن
extract,ملخص
extract,ملخص
extract oil,روغن گرفتن
extract tribute,خراج گرفتن
extractable,استخراج شدنی
extracted,مستخرج
extracted,به دست امده
extraction,عصارهگیری
extraction,استخراج
extralegal,ماورای قانون
extraneous,غیراصلی
extraneous matter,مواد خارجی
extraordinary,فوق العاده
extraordinary,فوق العاده
extraordinary,شگفت اور
extraordinary,غیرعادی
extraordinary,خارق العاده
extraterrestials,موجودات فضایی
extraterrestrial,موجود فضایی
extraterritorial,برون مرزی
extravagance,زیادهروی
extravagance,گزافگری
extravagance,ولخرجی
extravagant,غیرمعقول
extravagant,ولخرج
extravagant talks,خرافات
extravaganza,اثرخیالی
extravagate,کارنامعقول کردن
extravegance,بی اعتدالی
extreme,درمنتهیالیه
extreme,بی حد و حصر
extreme limit,غایت
extremely,بافراط
extremely,بی نهایت
extremism,عقیدهافراطی
extremism,افراط کاری
extremist,فزونرو
extremist,افراط کار
extremist,فزونرو
extremity,انتها
extricate,خلاصی بخشیدن
extrimist,تندرو
extrimist,افراطی
extrimist,فزونرو
extroversion,برگشتگی بهبیرون
extrovert,برونگرای
extrovert,برونگرای
extrs pay,مدد معاش
extrude,ازقالب دراوردن
extrusion,بیروناندازی
exuberance,فرط فیض
exuberance,پرپشتی
exuberant,پرپشت
exuberant,فیض بخش
exuberate,افاضه شدن
exuberate,لبریز بودن
exudate,ماده مترشحه
exudation,برون نشست
exused,معاف
eye,دیده
eye,سوراخ سوزن
eye,عین
eye,چشم
eye catcher,جالب نظر
eye cleaner,چشمشوی
eye cleaning,چشمشوی
eye exam,معاینه چسم
eye opener,چشم بازکن
eye pain,رمد
eye socket,کاسه چشم
eyeball,نی نی چشم
eyeball,تخمچشم
eyeball,مقله
eyeball,مردمک چشک
eyebrow,ابرو
eyeful,مقدار زیاد
eyeglasses,عینک
eyelash,مژگان
eyelash,مژه
eyelid,پلک چشم
eyelid,جفن
eyelid,پلک
eyes,دیدگان
eyes,عیون
eyesight,بینش
eyesight,دید
eyesore,مایه نفرت
eyespot,چشم اولیه
eyestrain,فشار باصره
eyewash,سرمه
eyewitness,رای العین
eyre,گردش دورانی
eyre,دادگاهسیار
ezafeh,اضافه
Ezatollah,عزتالله
whoever,هر کس
fabric,سبک بافت
fabricated,دروغی
fabrication,دروغ نویسی
fabrication,حرف اختراعی
fabrics,منسوجات
fabulous,شگفت اور
fabulous,افسانهوار
fabulous,افسانه ای
fabulous,افسانه امیز
fabulous bird,سیمرغ
facade,نمای خارجی
face,لقا
face,چهر
face,ریخت
face,شکل
face,رو به رو بودن
face,چهره
face,صورت
face,روبرو شدن
face,رو به رو شدن
face,سیما
face,عارض
face,مواجه شدن
face,روی
face,مواجهه کردن
face,رو
face,رخ
face down,از رو بردن
face off,رودررویی
face problems,بمانعی برخورد کردن
face to face,رودررو
face to face,روبه رو کردن
face to face,بالمواجهه
face to face,بالمشافه
face to face,رودررو
face up,ورق روبه بالا
faceplate,چرخ لنگر
faces,رخساره
facetiae,هزلیات
facetious,شوخی امیز
facetious,لطیفهدار
facetious,هزل امیز
facial,صورتی
facial wrinkle,چین صورت
facile,سهل الحصول
facileness,راحتی
facilitate,تمهید کردن
facilitate,تسهیل کردن
facilitate,سهل ساختن
facilitation,تسهیل
facilities,تسهیلات
facilities,امکانات
facinate,افسونکردن
facing,مواجه
facing,روب رو
faconry,بازداری
fact,وجود مسلم
fact,حقیقت
fact,واقعیت
factitious,وانمود کننده
factitious,بهانه کننده
factitious,غیرطبیعی
factor,عامل
factor,سازه
factorial,فاکتوریل
factoring,فالگیری
factorization,فاکتور گیری
factors,عوامل
factory,کارخانه
factory,تولیدی
factory,کارگاه
factory owner,کارخانه چی
facts,مطالب
facture,صورت حساب
faculty,قوه ذهنی
faculty,استداد فکری
faculty of speech,گویائی
fade,پریدن
fade,محو شدن
fade,رنگ پریده شدن
fade,به تدریجا محو شدن
faded,پژمرده
faded,محو
faded,خزانهدیده
fading,محو شدگی
Fadra,فدرا
faerie,جن وپری
Faezeh,فائزه
fag,سخت کار کردن
fag,خرحمالی کردن
fag,از پا در اوردن
fagend,سرنخ
fagend,سرپارچه
faggot,بهم بستن
fagot,بهم بستن
Fahim,فهیم
Fahime Khan,فهیم خان
Fahimeh,فهیمه
Fahrenheit,فارنهایت
Fahrenheit scale,مقیاس فارنهایت
fail,موفق نشدن
fail,شکست خوردن
fail,رفوزه شدن
fail,رفوزه کردن
fail,قصور کردن
failed,رفوزه
failed,مردود
failed,نافرجام
failure,اعسار
failure,مردودیت
failure,شکست
failure,عدم موفقیت
failure,فروماندگی
failure rate,میزان خرابی
faint,کم نور
faint,غش کردن
faint,غشی شدن
faint,مدهوش شدن
faint,از حال رفتن
faint,ضعف کردن
faint,پس افتادن
faint,از پا افتادن
faint,غش
fainter,غشی
fainting,اغماء
fainting,بی هوشی
fainting,هوش بری
fainting,ضعف
faintness,بی حالی
fair,بازار مکاره
fair,حق بین
fair,کرایه
fair,برحق
fair,مکاره
fair,بی غرض
fair,باانصاف
fair,باعدالت
fair,منصف
fair,سیمتن
fair,عادل
fair,نسبتا خوب
fair,عادلانه
fair,خوبرو
fair distribution,تقسیم منصفانه
fair player,پاک باز
fair player,پاک باز
fair sex,جنس لطیف
fair trade,کسب حلال
fair trade,کسب منصفانه
fairness,حق بینی
fairness,عدل
fairy,پری
fairy,جن
fairy faced,پریرو
fairy girl,پریدخت
fairy ring,قارچ حلقوی
fairy-born,پریزاد
faith,اعتقاد
faith,ایمان
faith,کیش
faithful,مومن
faithful,عقیده مند
faithful,باوفا
faithful,باصفت
faithful,وفادار
faithful,باایمان
faithfulness,وفاداری
faithfulness,وفا
faithless,بی وفا
faithless,بی اعتقاد
faithless,بی ایمان
faithlessness,بی ایمانی
faiths,شرایع
faitour,گول زن
Fajirah,فجیره
fake,وانمودی
fake,جازده
fake,غیرواقعی
fake,جعل
fake,کاذب
fake,فرمایشی
fake,قلابی
fake,بزک کرده
fake,جا زدن
fake adultrated,جا زده
faker,جازن
faker,جازن
Fakhreddin,فخرالدین
Fakhri,فخری
Fakhrossadat,فخرالسادات
falcate,هلال ماه
falcate,هلال وار
falcate,داسی
falchion,شمشیر منحنی
falcon,شاهین
falcon,سوله
falconer,بازبان
falconer,بازدار
faldstool,صندلی راحتی
fall,سقوط
fall,سقوط کردن
fall,نازل شدن
fall,خریف
fall,خزان
fall,غلط افتادن
fall,پائین افتادن
fall,افت داشتن
fall,زمین خوردن
fall,برگ ریزان
fall,افتادن
fall,انقراض
fall,هبوط
fall,افت
fall,پاییز
fall,افت کردن
fall,فروریختگی
fall,پائیز
fall asleep,خواب بردن
fall back,وا افتادن
fall behind,باز ماندن
fall behind,پس افتادن
fall behind,عقبافتاده
fall behind,عقب افتادن
fall down,به زمین خوردن
fall guy,زود باور
fall in love,خاطرخاه شدن
fall in love,دل از دست دادن
fall in love,دل باختن
fall in love,خاتر خواه شدن
fall in love with,عارض شدن
fall into abeyance,مسکوت ماندن
fall into delay,به تعویق افتادن
fall off,ور امدن
fall out,بیرون افتادن
fall sick,بیمار شدن
fall sick,مریض شدن
fall unconscious,بی هوش شدن
fall victim to fire,طعمه اتش شدن
fallacious,سفسطه امیز
fallacy,سفسطه
fallacy,استدلال غلط
fallen,ساقط
fallen,افتاده
fallible,جایزالخطا
falling,افتان
falling,ریزان
falling star,تیر شهاب
falloff,متوجه بودن
fallow,ایش
fallow,ایش کردن
fallow,بایر گذاشته
fallow,زرد کمرنگ
Fallujah,فلوجه
Fallujah,فلجه
false,بی حقیقت
false,دروغین
false,ناراست
false,دروغی
false,غلط
false,دروغ
false,جا زده
false,جازده
false,کاذب
false,ناحق
false documents,مدارک جعلی
false labor pain,ماهدرد
false labor pain,ماه درد
falsehood,ناراستی
falsely,کاذبانه
falsely,بدروغ
falsified,مغشوش
falsify accounts,حساب سازی کردن
fame,اوازه
fame,شهرت
fame,اشتهار
fame,معروفیت
fame,صیت
fame,اسم و رسم
fameless,نامعروف
familial,فامیلی
familial,فامیلی
familiar,مانوس
familiar,خودی
familiar,وارد در
familiar,بلد
familiar,خانه خواه
familiar,اشنا
familiar,خودمانی
familiar talk,اختلاط
familiarity,اشنایی
familiarity,موانست
familiarize,اشنا ساختن
familiarize,خودمانی شدن
familiarize,اشنا کردن
family,طایفه
family,عترت
family,خانواده
family,کوچ
family,فامیل
family,خانوار
family,اهل و عیال
family,اهل خانه
family,عیالی
family,عیال
family man,عیال مند
family man,عیال وار
family man,معیل
family man,عیال وار
family man,عیالمند
family name,نام فامیلی
family name,فامیل
family name,نام فامیل
family name,نام خانوادگی
family relations,ارتباط خانوادگی
family tree,شجره
family tree,نسب نامه
famine,قحط وغلا
famine,قحطی
famine,مجاعه
famine,قحط
